num_modules,num_memory_regions,num_private_regions,num_executable_regions,num_rw_regions,num_rx_regions,num_threads,num_handles,cpu_usage,working_set_mb,private_bytes_mb,io_read_mb,io_write_kb,entropy_mean,entropy_max,has_mz_header,has_pe_header,cross_process_writes_count,api_writeprocessmemory_count,api_createremotethread_count,ntqueueapc_present
55,503,18,3,27,1,2,1020,0.3804,0.09,37.8054,0.0,3630388.8571,-1,-1,0,0,3,6,0,1
45,526,49,1,1,0,7,364,0.0,0.09,71.294,0.0,3293615.4456,-1,-1,0,0,0,4,0,1
20,3149,327,3,184,3,9,388,0.416,0.09,51.7494,0.0,5242880,-1,-1,0,0,6,4,0,1
49,557,61,0,83,6,11,272,0.0,0.09,3.7805,0.0,0.0,-1,-1,0,0,7,5,0,1
134,713,168,2,187,29,1,1080,0.0,0.09,0.14,0.0,2998184.8609,-1,-1,0,0,1,6,0,1
67,443,26,0,329,0,6,315,0.0,0.09,0.14,127.7905,5242880,-1,-1,0,0,1,5,0,1
55,1,24,0,1,11,1,1044,0.0,0.09,100.1892,1079.2734,0.0,-1,-1,0,0,0,10,0,1
53,376,1,1,34,0,6,482,0.0,106.8848,0.14,0.0,0.0,-1,-1,0,0,3,7,0,1
36,735,17,0,68,1,4,154,0.4908,0.09,95.2997,0.0,0.0,-1,-1,0,0,0,2,0,1
71,797,87,12,36,0,3,390,0.1808,0.09,0.14,349.8366,2544067.0006,-1,-1,0,0,1,7,0,1
34,463,34,5,61,1,420,225,0.0,0.09,0.14,468.4541,2868996.7305,-1,-1,1,1,8,13,1,1
51,445,1,17,1,21,7,347,0.0,0.09,17.2308,0.0,5242880,-1,-1,0,0,2,6,0,1
54,1,71,0,72,3,6,439,0.0,14.9364,0.14,0.0,0.0,-1,-1,0,0,0,3,0,1
31,2334,689,0,1,0,27,483,0.0,221.3892,40.5181,465.3655,503662.2422,-1,-1,0,0,1,3,0,1
112,1013,38,0,151,0,27,2147,0.0,0.09,100.9722,0.0,0.0,-1,-1,0,0,5,6,0,1
85,1020,228,4,378,3,387,639,0.0,30.8972,0.14,0.0,5242880,-1,-1,0,0,8,12,1,1
103,1116,221,12,155,0,41,2312,0.0,17.2276,47.5491,353.6422,0.0,-1,-1,0,0,0,0,0,1
93,993,98,1,376,2,30,2372,0.0,0.09,137.4904,454.3534,4122315.1331,-1,-1,0,0,5,1,0,1
111,1317,76,0,106,4,15,2183,0.0,0.09,0.14,2111.2248,5242880,-1,-1,0,0,5,2,0,1
120,1340,574,0,117,3,24,357,0.3781,0.09,395.4693,530.9329,4310954.8713,-1,-1,0,0,6,18,0,1
112,994,43,3,143,19,11,2250,0.2665,51.0656,91.1543,298.3824,0.0,-1,-1,0,0,3,41,0,1
94,2294,230,2,154,25,21,2157,0.0,0.09,224.2309,278.5464,2306957.5188,-1,-1,0,0,3,6,0,1
100,1169,251,0,174,0,23,2238,0.0914,0.09,53.7926,0.0,5242880,-1,-1,0,0,4,1,0,1
126,1154,256,1,98,0,261,2352,0.1444,266.3856,0.14,0.0,0.0,-1,-1,0,0,5,13,1,1
88,2741,106,0,517,2,14,2276,0.0038,0.09,118.0853,0.0,5242880,-1,-1,0,0,3,0,0,1
100,1246,168,34,165,0,28,2312,0.0489,82.1002,0.14,848.3085,0.0,-1,-1,0,0,5,2,0,1
104,1213,128,0,83,1,23,2272,0.1872,53.936,0.14,0.0,0.0,-1,-1,0,0,3,8,0,1
107,603,107,2,224,0,369,1995,0.0,0.09,50.7465,0.0,0.0,-1,-1,1,0,8,15,1,1
106,1588,168,7,164,0,46,2407,0.2508,0.09,108.8956,0.0,2274547.5548,-1,-1,0,0,4,9,0,1
80,891,315,3,1,0,27,2063,0.2486,0.09,66.9769,0.0,5242880,-1,-1,0,0,5,4,0,1
117,1013,171,0,186,0,30,2203,0.0,74.2203,0.14,0.0,3055589.9254,-1,-1,0,0,3,11,0,1
102,943,69,32,253,2,22,762,0.4287,203.6657,0.14,10891.0973,5242880,-1,-1,0,0,12,5,0,1
87,1263,201,0,268,0,20,2529,0.6488,221.7986,629.5518,326.2473,2202491.4233,-1,-1,0,0,4,0,0,1
108,2357,286,0,171,0,15,242,0.0102,0.09,0.14,1581.2977,0.0,-1,-1,0,0,2,3,0,1
72,1096,985,0,254,0,24,2232,0.0,0.09,0.14,0.0,5198740.0532,-1,-1,0,0,6,6,0,1
93,927,185,0,187,0,1,1,0.1317,59.0019,0.14,0.0,1433268.3356,-1,-1,0,0,2,4,0,1
88,1408,280,10,418,3,16,2030,0.0308,0.09,0.14,0.0,2122477.6112,-1,-1,0,0,4,2,0,1
120,1141,47,0,158,0,1,2374,0.0,0.09,74.7896,0.0,0.0,-1,-1,0,0,5,0,0,1
108,1060,241,2,195,3,20,617,2.1934,180.3564,0.14,1575.3123,0.0,-1,-1,0,0,0,2,0,1
44,871,487,0,1,2,4,83,0.0,0.09,98.9614,0.0,2161620.3988,-1,-1,0,0,1,2,0,1
25,398,671,38,52,0,6,212,0.0,0.09,90.5783,3167.861,2643030.2214,-1,-1,0,0,4,13,0,1
158,162,1,0,503,0,8,89,2.9544,53.6288,145.261,79.2391,0.0,-1,-1,0,0,1,11,0,1
1,198,1,7,1,1,2,254,0.3778,113.4387,0.14,926.0685,0.0,-1,-1,0,0,1,6,0,1
23,305,47,0,1,0,5,550,0.2413,0.09,73.1869,388.3311,5242880,-1,-1,0,0,2,4,0,1
11,525,7,15,22,6,12,1,0.0,0.09,0.14,0.0,0.0,-1,-1,0,0,2,6,0,1
19,1916,89,0,71,3,40,1,0.4882,85.3273,0.14,0.0,1217709.377,-1,-1,0,0,0,4,0,1
1,494,58,0,1,0,8,34,0.0,10.2434,0.14,0.0,0.0,-1,-1,0,0,1,5,0,1
26,650,1,0,88,5,7,1,0.0,32.9975,69.2376,0.0,0.0,-1,-1,0,0,1,3,0,1
8,236,199,2,45,0,13,46,0.0116,0.09,24.5067,0.0,0.0,-1,-1,0,0,2,4,0,1
1,205,206,2,7,0,1,1,0.052,60.2538,0.14,474.5105,0.0,-1,-1,0,0,0,7,0,1
17,260,1,12,48,2,8,71,0.0,115.7674,85.95,436.8364,3503742.6393,-1,-1,0,0,1,2,0,1
4,1814,141,0,155,19,2,133,0.0,0.09,535.8434,345.5432,5242880,-1,-1,0,0,3,4,0,1
24,445,61,3,292,5,3,71,0.0,120.9412,0.14,2332.6624,3852303.8035,-1,-1,0,0,0,6,0,1
2,36,42,0,41,0,19,140,0.0322,0.09,0.14,0.0,5242880,-1,-1,0,0,1,1,0,1
2,1099,63,0,292,0,6,24,0.2015,44.8734,0.14,5078.7785,1838619.2639,-1,-1,0,0,1,5,0,1
37,267,2,3,85,5,13,194,0.0,203.8456,0.14,0.0,0.0,-1,-1,0,0,0,2,0,1
1,2621,801,4,119,9,15,947,0.5187,0.09,23.5664,470.3463,0.0,-1,-1,0,0,1,0,0,1
1,31,57,2,141,0,240,114,0.0,0.09,55.3977,0.0,0.0,-1,-1,1,1,7,9,1,1
18,303,95,0,1,0,4,11,0.4352,0.09,133.0293,0.0,0.0,-1,-1,0,0,1,5,0,1
5,10,132,2,66,8,50,150,1.8756,0.09,424.1197,319.3729,5242880,-1,-1,0,0,8,16,0,1
24,354,43,0,453,0,8,484,0.0266,0.09,37.3228,391.9395,4667234.3146,-1,-1,0,0,1,5,0,1
41,149,88,1,1,0,5,1,0.0,64.6162,70.4304,1183.9549,0.0,-1,-1,0,0,1,2,0,1
3,931,33,9,467,7,18,1,0.2923,199.6262,0.14,0.0,0.0,-1,-1,0,0,1,4,0,1
24,319,78,0,75,3,4,21,0.1939,0.09,159.9624,4739.9985,3495265.9639,-1,-1,0,0,0,6,0,1
17,72,1,13,50,0,1,1,0.3003,0.09,2.6201,0.0,3846311.6935,-1,-1,0,0,1,3,0,1
8,156,117,3,131,1,6,1,2.2372,32.9072,0.14,0.0,632460.1496,-1,-1,0,0,1,4,0,1
11,468,94,0,19,2,4,1,0.1418,0.09,0.14,850.6951,0.0,-1,-1,0,0,1,5,0,1
7,1,21,0,47,3,7,252,0.0,0.09,0.14,1204.3103,5242880,-1,-1,0,0,1,7,0,1
1,533,1,0,1,3,6,275,0.4824,0.09,298.1378,0.0,961983.3533,-1,-1,0,0,3,9,0,1
90,1,37,4,1,0,393,52,0.0,0.09,48.5401,851.8661,0.0,-1,-1,1,1,12,8,1,1
1,486,31,0,615,0,11,153,0.0,0.09,0.14,1963.6642,0.0,-1,-1,0,0,2,6,0,1
16,363,62,0,58,0,8,76,0.4429,0.09,48.4839,0.0,696620.1828,-1,-1,0,0,0,4,0,1
9,2630,430,11,145,0,13,1,0.0,0.09,16.3725,316.1887,0.0,-1,-1,0,0,2,8,0,1
22,1873,1,9,119,2,3,897,0.1062,103.3431,0.14,593.4379,550138.4859,-1,-1,0,0,0,3,0,1
29,664,1,1,85,0,2,425,0.0,204.907,0.14,0.0,0.0,-1,-1,0,0,0,0,0,1
1,671,3,0,110,3,3,389,0.0,0.09,286.1283,0.0,0.0,-1,-1,0,0,3,2,0,1
26,631,1,1,1,5,1,214,0.0,0.09,103.8279,1212.9794,0.0,-1,-1,0,0,1,5,0,1
19,274,64,0,476,26,5,1,0.0,0.09,62.0624,0.0,0.0,-1,-1,0,0,1,5,0,1
10,107,272,0,35,0,1,207,0.1855,0.09,88.2659,0.0,0.0,-1,-1,0,0,1,4,0,1
15,1105,80,1,1,1,11,1,0.6943,0.09,185.9151,0.0,0.0,-1,-1,0,0,3,1,0,1
16,176,1,0,33,5,1,1,0.0,5.4735,50.5033,0.0,0.0,-1,-1,0,0,3,1,0,1
14,1,63,0,1,0,8,1,0.0,0.09,626.6792,166.8914,1087623.9878,-1,-1,0,0,3,5,0,1
78,865,17,0,228,0,3,164,0.0,297.4088,42.6872,0.0,0.0,-1,-1,0,0,4,5,0,1
33,629,45,11,1,0,7,228,0.5572,27.3601,207.3896,0.0,4982699.0904,-1,-1,0,0,1,2,0,1
129,1214,1,0,1,1,3,176,0.0,0.09,0.14,0.0,2443626.6082,-1,-1,0,0,1,4,0,1
6,84,132,1,1,0,1,120,0.1306,0.09,152.0608,0.0,0.0,-1,-1,0,0,0,6,0,1
7,676,1,0,1,0,1,454,0.0,92.3656,0.14,1171.7166,0.0,-1,-1,0,0,0,0,0,1
128,302,174,0,1,2,1,1,2.201,36.7727,221.302,355.833,1050601.8904,-1,-1,0,0,12,4,0,1
1,2629,1,33,1,10,2,908,0.1097,0.09,0.14,0.0,2570485.7031,-1,-1,0,0,1,4,0,1
130,887,24,4,568,1,7,409,0.6998,67.236,385.9017,16.1449,0.0,-1,-1,0,0,0,4,0,1
9,261,1,4,1,0,4,373,0.0,4.4609,0.14,0.0,4267500.4991,-1,-1,0,0,1,0,0,1
23,79,67,0,1,0,8,635,0.6037,33.9161,0.14,16.2611,1118042.5448,-1,-1,0,0,3,30,0,1
32,322,81,0,50,3,8,321,0.0,0.09,836.7272,0.0,0.0,-1,-1,0,0,1,8,0,1
14,1233,1,2,1,0,4,378,0.0,186.6629,32.4346,0.0,5242880,-1,-1,0,0,2,6,0,1
34,391,224,0,13,2,7,358,4.6892,0.09,0.14,0.0,4816218.3759,-1,-1,0,0,1,13,0,1
35,284,1,34,102,0,6,292,0.4504,89.9359,48.1712,0.0,3861456.9589,-1,-1,0,0,10,3,0,1
28,467,75,1,57,6,21,290,0.0,63.3355,57.7012,174.1242,0.0,-1,-1,0,0,0,5,0,1
36,341,1,0,95,3,3,216,1.4912,234.6009,0.14,203.5038,4233364.4115,-1,-1,0,0,0,4,0,1
32,2237,1,1,1,6,33,117,0.0678,0.09,0.14,508.4626,0.0,-1,-1,0,0,2,10,0,1
1,647,1,23,156,0,8,315,0.0264,0.09,0.14,0.0,5242880,-1,-1,0,0,1,7,0,1
36,545,66,0,1,0,8,250,0.1486,0.09,0.14,0.0,0.0,-1,-1,0,0,0,4,0,1
29,479,232,0,26,2,1,423,0.1166,0.09,0.14,0.0,0.0,-1,-1,0,0,0,5,0,1
39,499,36,1,1,0,4,100,0.3632,0.09,8.7755,89.9325,0.0,-1,-1,0,0,2,14,0,1
49,151,33,0,154,2,1,343,1.1575,87.9203,0.14,0.0,0.0,-1,-1,0,0,0,6,0,1
31,1,1,4,524,0,227,223,0.3782,0.09,75.587,0.0,0.0,-1,-1,1,1,5,14,1,1
38,190,127,0,1,3,9,319,0.0,8.6127,29.9535,0.0,446174.6603,-1,-1,0,0,1,3,0,1
32,713,666,0,43,3,17,191,0.3529,237.0533,39.6936,0.0,5242880,-1,-1,0,0,1,5,0,1
29,175,65,3,21,0,39,202,0.0,0.09,0.14,7195.6206,0.0,-1,-1,0,0,1,7,0,1
27,775,704,0,1,0,7,233,0.1383,21.7556,0.14,0.0,0.0,-1,-1,0,0,3,5,0,1
19,566,103,0,50,5,1,203,0.0,0.09,0.14,3771.1578,5242880,-1,-1,0,0,0,10,0,1
35,454,22,0,39,5,1,1296,0.205,0.09,0.14,1110.9712,72885.2804,-1,-1,0,0,0,5,0,1
28,437,1,2,127,0,13,133,0.0,19.9174,64.4711,7253.637,0.0,-1,-1,0,0,1,2,0,1
50,465,1,0,218,0,7,286,0.0,13.1581,0.14,0.0,0.0,-1,-1,0,0,3,0,0,1
31,338,379,2,35,35,6,201,0.0,0.09,0.14,0.0,179751.697,-1,-1,0,0,5,4,0,1
59,797,174,14,176,0,22,2052,0.0,0.09,60.011,305.2733,5242880,-1,-1,0,0,2,20,0,1
61,2866,1,1,194,2,21,1,0.3466,262.4183,0.14,0.0,0.0,-1,-1,0,0,16,20,0,1
64,442,158,4,744,0,419,2015,0.0,0.09,0.14,104.8911,5242880,-1,-1,0,1,13,10,1,1
56,650,73,8,211,9,5,2077,0.4198,65.8,6.5589,0.0,5242880,-1,-1,0,0,19,22,0,1
65,570,296,3,294,0,23,2212,0.1011,294.6624,0.14,105.1461,0.0,-1,-1,0,0,16,0,0,1
62,621,369,0,178,30,21,2082,0.0,0.09,0.14,77.6409,0.0,-1,-1,0,0,0,0,0,1
43,1507,207,1,234,0,21,2066,0.2254,60.7768,101.06,0.0,0.0,-1,-1,0,0,18,23,0,1
69,949,157,2,123,21,24,2284,0.0,0.09,0.14,73.4589,5242880,-1,-1,0,0,15,8,0,1
56,856,315,0,196,2,19,2075,0.0552,0.09,0.14,0.0,4957647.8674,-1,-1,0,0,17,22,0,1
54,980,162,0,147,0,28,2008,0.0,64.5826,0.14,0.0,5242880,-1,-1,0,0,8,0,0,1
59,916,254,0,119,3,18,2211,0.1956,0.09,0.14,197.4307,0.0,-1,-1,0,0,15,20,0,1
41,1321,72,0,71,7,1,2089,0.0,31.0243,0.14,737.4721,5091773.5999,-1,-1,0,0,17,20,0,1
49,666,223,0,640,0,22,2108,0.0,0.09,0.14,0.0,403945.7058,-1,-1,0,0,18,6,0,1
60,725,182,0,158,0,1,2125,0.2135,0.5773,0.14,0.0,5242880,-1,-1,0,0,17,26,0,1
60,959,207,0,190,0,28,448,0.4454,115.3227,0.14,0.0,2442735.2513,-1,-1,0,0,16,20,0,1
203,1576,256,0,202,0,13,1932,0.0,0.09,0.14,1127.6408,5242880,-1,-1,0,0,10,16,0,1
67,682,132,0,212,0,27,2229,0.1091,0.09,116.8649,0.0,951636.6961,-1,-1,0,0,16,21,0,1
56,568,267,4,307,0,21,629,0.0,0.09,310.0829,816.8729,0.0,-1,-1,0,0,2,16,0,1
55,387,117,0,1,4,23,2124,0.2201,0.09,64.9712,200.4623,0.0,-1,-1,0,0,16,17,0,1
51,687,190,4,877,0,24,2110,0.0069,99.9151,140.9841,569.2059,1066103.0662,-1,-1,0,0,17,11,0,1
34,562,168,0,123,1,22,2232,0.0,500.7167,216.5077,0.0,0.0,-1,-1,0,0,1,2,0,1
45,428,214,0,547,0,23,2062,2.9639,28.0129,145.5145,0.0,754406.0191,-1,-1,0,0,18,22,0,1
42,1359,226,0,214,5,16,2099,0.5377,0.09,0.14,6787.8173,0.0,-1,-1,0,0,20,21,0,1
65,1083,213,0,1310,2,27,2165,0.1455,190.6559,0.14,0.0,5242880,-1,-1,0,0,18,0,0,1
51,788,197,2,588,0,20,2118,0.0135,113.5049,0.14,391.0415,3333212.4092,-1,-1,0,0,17,21,0,1
132,511,273,0,200,3,32,641,0.0,4.7395,47.7348,0.0,0.0,-1,-1,0,0,17,50,0,1
119,1489,316,1,279,1,35,252,0.0,85.333,55.661,999.9947,4073879.5426,-1,-1,0,0,17,50,0,1
85,1665,777,2,202,1,384,1311,0.0,148.1146,75.1447,1208.0645,0.0,-1,-1,1,0,10,11,1,1
109,1724,209,3,217,1,41,1405,1.0658,21.8533,25.5114,0.0,3521262.7067,-1,-1,0,0,17,8,0,1
102,1091,210,0,294,0,34,1199,0.0,201.0877,73.5227,1010.5051,0.0,-1,-1,0,0,0,50,0,1
123,1093,538,2,331,0,38,1353,0.0,59.1336,0.14,0.0,5242880,-1,-1,0,0,17,3,0,1
124,1524,785,17,272,0,11,1253,0.0,0.09,0.14,0.0,5242880,-1,-1,0,0,16,50,0,1
138,1504,303,2,291,0,36,97,0.0754,87.439,404.4226,0.0,5242880,-1,-1,0,0,18,50,0,1
91,1361,282,0,736,11,1,718,0.0,9.295,0.14,0.0,0.0,-1,-1,0,0,17,50,0,1
114,1487,258,0,264,5,38,1213,0.0,36.3642,11.7564,0.0,0.0,-1,-1,0,0,17,50,0,1
117,1486,5,4,289,0,35,1273,0.0,73.0857,88.4142,1070.4604,0.0,-1,-1,0,0,17,50,0,1
11,1621,247,0,283,0,37,1297,0.0,86.9771,79.276,164.7083,0.0,-1,-1,0,0,17,50,0,1
42,1889,286,0,241,0,35,1415,0.0,0.09,173.6392,0.0,4636688.1676,-1,-1,0,0,5,14,0,1
57,2493,416,5,344,1,39,473,0.0,219.4749,0.14,0.0,0.0,-1,-1,0,0,0,17,0,1
120,1371,462,2,239,0,36,1295,0.0124,66.9392,84.9457,0.0,0.0,-1,-1,0,0,16,50,0,1
123,1700,279,3,95,0,38,1346,0.0,207.5149,0.14,770.0646,0.0,-1,-1,0,0,17,50,0,1
127,4596,1,5,340,0,31,1260,0.5565,39.9867,0.14,194.0298,0.0,-1,-1,0,0,11,50,0,1
96,1401,307,0,319,0,38,1410,0.0,126.7198,44.102,0.0,5242880,-1,-1,0,0,20,50,0,1
121,1727,321,2,686,8,26,897,0.0,332.7666,27.9161,0.0,0.0,-1,-1,0,0,17,0,0,1
117,1095,285,17,307,0,39,1,0.2702,0.09,36.5074,0.0,3984899.5876,-1,-1,0,0,16,50,0,1
100,1440,267,0,371,0,22,1207,1.7033,41.2167,0.14,427.0365,2299258.5472,-1,-1,0,0,0,50,0,1
129,1471,47,0,302,1,32,1083,0.0,0.09,403.6351,0.0,1376132.9921,-1,-1,0,0,17,50,0,1
109,1634,274,12,453,1,26,333,0.0,10.9257,0.14,0.0,0.0,-1,-1,0,0,18,50,0,1
130,1656,295,2,189,3,35,1421,0.0,0.09,23.5392,0.0,1062656.7519,-1,-1,0,0,16,0,0,1
107,1862,243,0,278,1,34,1405,0.0,35.5705,57.2716,261.0019,1551065.8469,-1,-1,0,0,17,0,0,1
148,1405,291,0,449,0,27,1845,0.2411,0.09,12.0972,1384.0893,0.0,-1,-1,0,0,4,3,0,1
128,1,159,2,1,0,237,1890,0.268,8.865,0.14,0.0,1998691.89,-1,-1,1,1,18,11,1,1
133,1629,167,1,139,0,26,1949,0.2539,111.8246,0.14,210.3319,0.0,-1,-1,0,0,2,5,0,1
115,1393,172,0,102,0,24,2009,0.0,24.5466,1.4209,2005.2493,0.0,-1,-1,0,0,0,2,0,1
134,1612,263,1,60,2,393,2033,0.0,9.3126,142.7849,1182.9756,0.0,-1,-1,1,0,20,9,1,1
116,1379,252,1,245,3,27,2116,0.3855,0.09,29.2667,0.0,1445158.1221,-1,-1,0,0,1,6,0,1
37,1563,208,2,248,21,21,2007,0.1163,1.4026,122.2815,0.0,3260920.9128,-1,-1,0,0,1,4,0,1
141,1,281,3,125,0,4,2027,1.6085,376.428,196.2106,106.1376,0.0,-1,-1,0,0,2,9,0,1
81,1952,252,3,361,0,31,1980,2.6849,116.6459,132.4255,0.0,0.0,-1,-1,0,0,0,5,0,1
151,1258,244,0,54,0,20,1796,0.0361,62.8229,415.4523,0.0,4050237.9389,-1,-1,0,0,4,9,0,1
135,1088,292,0,290,28,14,505,0.0,0.09,0.14,0.0,2098998.793,-1,-1,0,0,0,8,0,1
143,1948,215,4,297,2,22,2087,0.6771,57.7177,73.2233,776.4882,0.0,-1,-1,0,0,2,4,0,1
